active_export_low_tariff_Wh,active_export_normal_tariff_Wh,active_import_low_tariff_Wh,active_import_normal_tariff_Wh,applicationID,current_L1_A,current_L2_A,current_L3_A,devEUI,deviceName,gas_meter_volume_L,message_format,meter_timestamp,total_active_export_power_W,total_active_import_power_W,voltage_L1_V,voltage_L2_V,voltage_L3_V
779308,1657696,866873,782256,9,8,7,7,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T14:50:00.000Z,4729,0,231.25,230.25,230
779308,1658461,866873,782256,9,8,7,7,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T15:00:00.000Z,4584,0,231.5,230.5,230.25
779308,1659275,866873,782256,9,8,7,7,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T15:10:00.000Z,4886,0,230.25,229,229
779308,1660063,866873,782256,9,8,6,6,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T15:20:00.000Z,4727,0,230.25,229,228.75
779308,1662308,866873,782256,9,7,6,6,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T15:50:00.000Z,4419,0,230.5,228.75,229.25
779308,1662308,866873,782256,9,7,6,6,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T15:50:00.000Z,4419,0,230.5,228.75,229.25
779308,1663049,866873,782256,9,7,6,6,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T16:00:00.000Z,4443,0,230.75,229.5,229.25
779308,1664476,866873,782256,9,6,5,6,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T16:20:00.000Z,4217,0,231,229.75,229.75
779308,1665157,866873,782256,9,6,5,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T16:30:00.000Z,4085,0,230.5,229.5,229.25
779308,1665828,866873,782256,9,6,5,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T16:40:00.000Z,4026,0,230.5,229.5,229.25
779308,1666479,866873,782256,9,6,5,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T16:50:00.000Z,3908,0,231,229.75,229.5
779308,1667112,866873,782256,9,6,5,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:00:00.000Z,3792,0,231.75,230.75,230.75
779308,1667723,866873,782256,9,5,4,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:10:00.000Z,3670,0,231.5,230.25,230.5
779308,1668223,866873,782256,9,5,4,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:20:00.000Z,2998,0,230.5,229.75,230
779308,1668794,866873,782256,9,5,4,5,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:30:00.000Z,3423,0,231.25,230,230.5
779308,1669338,866873,782256,9,5,4,4,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:40:00.000Z,3265,0,231.5,230.5,230.75
779308,1669859,866873,782256,9,5,4,4,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T17:50:00.000Z,3125,0,231.5,230.5,231
779308,1670351,866873,782256,9,4,4,4,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T18:00:00.000Z,2952,0,232.75,231.75,232.25
779308,1671267,866873,782256,9,4,3,4,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T18:20:00.000Z,2685,0,233.25,232.25,232.5
779308,1671612,866873,782258,9,4,7,3,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T18:30:00.000Z,2064,9,233.75,232.75,233.25
779308,1671990,866873,782258,9,3,3,3,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T18:40:00.000Z,2269,0,234,232.75,233.25
779308,1672328,866873,782258,9,3,2,3,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T18:50:00.000Z,2026,0,235.25,234,234.75
779308,1672941,866873,782258,9,3,2,2,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T19:10:00.000Z,1844,0,237,235.5,236.25
779308,1673185,866873,782258,9,3,2,2,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T19:20:00.000Z,1461,0,236.25,235,235.75
779308,1673316,866873,782258,9,3,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T19:30:00.000Z,788,0,237.25,236,236.75
779308,1673464,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T19:40:00.000Z,889,0,237,236,236.5
779308,1673587,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T19:50:00.000Z,735,0,237.25,236.25,237
779308,1673663,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T20:00:00.000Z,455,0,237.25,236.25,237
779308,1673727,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T20:10:00.000Z,385,0,238.25,237.75,238
779308,1673727,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T20:10:00.000Z,385,0,238.25,237.75,238
779308,1673780,866873,782258,9,4,0,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T20:20:00.000Z,317,1,240.75,240,240.5
779308,1673994,866873,782258,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T20:50:00.000Z,391,0,241.75,241,241.5
779308,1674039,866873,782258,9,4,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T21:00:00.000Z,264,2,241.75,240.75,241.25
779308,1674054,866873,782259,9,1,1,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T21:10:00.000Z,90,4,241.25,240.5,240.75
779308,1674058,866873,782269,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T21:30:00.000Z,7,26,240.75,239.75,240.5
779308,1674058,866873,782285,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T21:40:00.000Z,0,97,240.5,239.5,240.25
779308,1674058,866873,782308,9,2,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T21:50:00.000Z,0,137,240,239,239.75
779308,1674058,866873,782405,9,1,9,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T22:10:00.000Z,0,442,239,238,239
779308,1674058,866873,782427,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T22:20:00.000Z,0,128,239,238,239.25
779308,1674058,866873,782477,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T22:40:00.000Z,0,168,239.5,238.5,239.75
779308,1674058,866873,782499,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T22:50:00.000Z,0,133,240.25,239.5,240.5
779308,1674058,866873,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T23:00:00.000Z,0,135,240,239.5,240.25
779308,1674058,866983,782521,9,9,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T23:10:00.000Z,0,655,237.25,236.75,237.5
779308,1674058,867034,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T23:30:00.000Z,0,153,237.75,236.75,237.75
779308,1674058,867056,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-30T23:40:00.000Z,0,133,238.25,237.25,238.25
779308,1674058,867130,782521,9,5,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T00:10:00.000Z,0,173,239,238.5,239
779308,1674058,867152,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T00:20:00.000Z,0,134,239.5,239,239.5
779308,1674058,867197,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T00:40:00.000Z,0,134,240,239.75,240
779308,1674058,867221,782521,9,4,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T00:50:00.000Z,0,143,240,239.75,240
779308,1674058,867248,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:00:00.000Z,0,166,239.75,239.5,240
779308,1674058,867248,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:00:00.000Z,0,166,239.75,239.5,240
779308,1674058,867271,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:10:00.000Z,0,134,239.25,238.75,239.25
779308,1674058,867293,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:20:00.000Z,0,134,239.5,239,239.5
779308,1674058,867344,782521,9,4,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:40:00.000Z,0,168,239.75,239.5,239.75
779308,1674058,867367,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T01:50:00.000Z,0,139,239.75,239.5,239.75
779308,1674058,867444,782521,9,1,9,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T02:00:00.000Z,0,462,240.25,239.75,240.25
779308,1674058,867518,782521,9,4,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T02:30:00.000Z,0,173,236.75,236.5,236.75
779308,1674058,867540,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T02:40:00.000Z,0,133,237.75,237.25,237.75
779308,1674058,867612,782521,9,3,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T03:10:00.000Z,0,163,238,237.75,238
779308,1674058,867636,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T03:20:00.000Z,0,144,238,237.75,238
779308,1674058,867658,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T03:30:00.000Z,0,133,238,238,238
779308,1674058,867681,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T03:40:00.000Z,0,133,238,238,238.25
779308,1674058,867703,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T03:50:00.000Z,0,134,239,238.75,239
779308,1674058,867732,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T04:00:00.000Z,0,173,239.25,239.25,239.25
779308,1674058,867777,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T04:20:00.000Z,0,134,239.75,239.75,239.75
779308,1674058,867799,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T04:30:00.000Z,0,134,239.5,239.5,239.5
779308,1674058,867824,782521,9,2,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T04:40:00.000Z,0,151,239,239,239
779308,1674058,867981,782521,9,9,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T05:10:00.000Z,0,656,239.25,239.25,239.5
779308,1674058,868003,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T05:20:00.000Z,0,129,239.25,239,239.25
779308,1674058,868111,782521,9,1,9,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T05:50:00.000Z,0,359,239.5,239.5,239.75
779308,1674058,868116,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:00:00.000Z,0,28,240.25,240,240.25
779308,1674058,868116,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:00:00.000Z,0,28,240.25,240,240.25
779309,1674058,868118,782521,9,2,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:10:00.000Z,3,12,240.5,240.25,240.5
779321,1674058,868118,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:20:00.000Z,72,3,238.75,238.75,239
779343,1674058,868118,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:30:00.000Z,131,0,238.75,238.5,238.75
779378,1674058,868118,782521,9,1,0,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:40:00.000Z,209,0,238.5,238.25,238.5
779419,1674058,868118,782521,9,1,1,0,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T06:50:00.000Z,249,0,238.5,238,238.25
779561,1674058,868118,782521,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T07:10:00.000Z,527,0,237,236.5,237
779646,1674058,868118,782521,9,1,1,1,70b3d5d72ffcc19f,LHi110,0,7,2025-05-31T07:20:00.000Z,511,0,236.25,235.75,236.5
